"","Block_Plot","DATE","CO2_Flux_ug_mean","Reported_CO2_Flux_ug_C_cm-2_hr-1_sd","Reported_CH4_Flux_ng_C_cm-2_hr-1_mean","Reported_CH4_Flux_ng_C_cm-2_hr-1_sd","n2o_flux_ng_mean","Reported_N2O_Flux_ng_N_cm-2_hr-1_sd"
"583","B-4",2004-04-29,14.834,5.45235545429679,-3.058,4.57174146250638,0.342,0.764735248304928
"584","B-4",2004-05-27,16.648,6.81194318825399,18.0025,36.005,1.125,2.25
"585","B-4",2004-06-25,11.908,5.75456948867593,3.36,28.7903273687536,1.098,1.86266475781339
"586","B-4",2004-07-28,13.488,8.10326909339681,35.636,56.990232759658,0,0
"587","B-4",2004-08-25,16.842,5.42555250642734,0,0,1.98,2.87202889957605
"588","B-4",2004-09-22,21.69,4.32922625881346,250.2725,503.395691106906,2.755,1.31687762023153
"589","B-4",2004-10-27,16.51,8.14843850071902,1594.412,3413.14658946404,1.676,0.909164451570782
"590","B-4",2004-11-18,11.258,2.58293824935866,26.174,47.4381553182668,1.59,3.55534808422467
"591","B-4",2004-12-17,15.424,5.61197647892434,1654.966,3096.57472153991,1.1,2.05644110054239
"592","B-4",2005-01-26,13.486,12.0833948044413,515.52,1088.46489265846,0.146,0.326465924714969
"593","B-4",2005-02-24,10.866,5.21644323270176,538.87,1146.7145395433,1.942,3.84371174777714
"594","B-4",2005-03-24,13.818,1.12573087369939,0.792,5.94748434213996,8.432,15.1999496709693
"595","B-4",2005-05-02,12.2933333333333,3.81890472954397,3.85,6.66839560914018,0.763333333333333,0.665306946704552
"596","B-4",2005-05-26,21.966,8.08643184599982,22.886,27.939146908952,3.536,4.03699516967757
"597","B-4",2005-06-23,9.768,5.38487418608829,3.112,5.10673281071176,4.892,8.94806794788685
"598","B-4",2005-08-25,13.455,7.06887308321961,19.755,39.51,4.7175,5.46773185760482
"599","B-4",2005-09-29,20.274,11.2374521133574,193.666,421.497036739287,2.374,2.11726946797048
"600","B-4",2005-10-20,21.522,10.7376496497139,56.292,79.8085156483943,4.492,3.61084062234821
"601","B-4",2005-11-18,NA,NA,NA,NA,NA,NA
"602","B-4",2006-01-19,15.18,2.71699589007173,641.4125,1293.16558963847,0.7225,1.445
"603","B-4",2006-02-24,16.144,2.93289617954676,373.248,838.969423978014,1.902,1.73646767893906
"604","B-4",2006-03-23,12.172,2.80695030237445,35.482,87.6391092492387,3.24,3.44456818774139
"605","B-4",2006-04-21,12.98,4.84945873268347,140.136,307.990003539076,2.362,3.34828612875304
"606","B-4",2006-05-19,20.048,7.16459489433981,24.17,63.4096317604826,1.796,2.1254011386089
"607","B-4",2006-06-22,11.178,5.71967831263263,-0.574,1.28350301908488,-0.15,0.335410196624968
"608","B-4",2006-07-21,15.45,7.93373178271108,641.254,1372.15125881952,1.046,1.54653806936654
"609","B-4",2006-08-25,20.186,9.21814406483214,4234.486,9022.93109346569,2.404,2.90921467066286
"610","B-4",2006-09-20,15.164,1.37690958308816,546.52,1219.35831466801,0.708,1.70855787142256
"611","B-4",2006-10-26,9.445,6.67706771969053,15.9475,34.206125547919,1.39,1.80449438901871
"612","B-4",2006-11-17,12.894,6.85875571805849,238.102,532.412257578655,0.98,1.45143032902031
"613","B-4",2006-12-20,14.0375,12.9283032529408,0,0,0.456,2.10086410793273
"614","B-4",2007-01-26,8.862,3.32607426255037,1111.852,2481.7348553522,1.228,1.17578484426361
"615","B-4",2007-02-23,9.435,3.24994871754412,16.1825,35.1445931118856,0.7575,1.515
"616","B-4",2007-03-21,7.11333333333333,3.59897670641716,-5.92,7.41716927135953,0.763333333333333,1.32213211644424
"617","B-4",2007-04-27,5.29,4.12592413890513,60.568,135.434165261207,0.07,0.156524758424985
"618","B-4",2007-05-24,9.675,1.98733489880292,-1.975,3.95,13.2,25.2728589597616
"619","B-4",2007-06-22,10.274,3.14502464219281,-4.238,2.92755358618762,-1.838,6.16240375178388
"620","B-4",2007-07-20,11.2575,3.23048370991095,0.4425,2.72240549269698,1.3675,2.25112379342704
"621","B-4",2007-08-24,18.84,14.5904523576207,-1.64,2.24606322261863,-0.806666666666667,1.62755440257256
"622","B-4",2007-09-20,6.8,2.64457936163769,-2.24,3.16783837971573,-8.265,11.6884750930136
"623","B-4",2007-10-18,8.87666666666667,6.96779974836629,0,0,0,0
"624","B-4",2007-11-16,5.656,3.54976478093972,122.222,263.382519389575,0,0
"625","B-4",2007-12-20,4.85,3.5638181771802,0,0,-0.15,0.212132034355964
"626","B-4",2008-01-25,NA,NA,NA,NA,NA,NA
"627","B-4",2008-02-20,99.595,125.645803949038,0,0,-2.035,2.87792459942925
"628","B-4",2008-03-28,5.84666666666667,3.05113640031601,0,0,0,0
"629","B-4",2008-04-24,9.936,6.87362204372629,25.876,38.9276101244348,0.916,1.74712048811752
"630","B-4",2008-05-23,7.352,2.9914912669102,4.518,14.890605091802,0.356,1.8830374398827
"631","B-4",2008-06-26,7.786,4.40139523333227,-1.128,1.54653483633574,-0.462,0.632629433396835
"632","B-4",2008-07-24,9.472,3.4749489204879,4.22,9.43620686504911,3.02,6.18269763129332
"633","B-4",2008-08-29,14.134,4.49784726285809,-0.85,1.62070972107901,0.374,0.675188862467384
"634","B-4",2008-09-20,8.45666666666667,4.30074799695743,1531.41333333333,2652.48570072175,0,0
"635","B-4",2008-10-24,14.745,7.15213954002577,-0.8125,1.625,0,0
"636","B-4",2008-11-21,9.135,6.26700087761283,203.3375,396.514278883287,1.1175,1.31418859630826
"637","B-4",2008-12-18,6.266,4.46086650775385,0,0,0,0
"638","B-4",2009-01-23,9.41,5.01626354969513,0.61,1.05655099261702,0,0
"639","B-4",2009-02-26,10.1933333333333,5.40551878484696,4.5,15.812030230176,0,0
"640","B-4",2009-03-27,7.49,3.11486757342909,-0.95,1.64544826719043,-0.256666666666667,0.444559707276012
"641","B-4",2009-04-24,12.92,NA,-3.87,NA,0,NA
"642","B-4",2009-05-22,12.24,3.62131651935223,-0.1775,0.355,0.97,1.69615250886627
"643","B-4",2009-06-20,9.89666666666667,6.79140878856025,1.91666666666667,3.31976404784035,0.226666666666667,0.392598183048946
"644","B-4",2009-07-20,9.145,2.91145439027759,183.6325,369.067194728819,1.3175,2.635
"645","B-4",2009-08-20,7.39333333333333,4.36157463920238,54.5233333333333,98.1320336757235,0,0
"646","B-4",2009-09-20,10.4166666666667,8.32223727932179,0,0,0.08,0.13856406460551
"647","B-4",2009-10-20,7.26666666666667,2.96557470540422,3.60333333333333,6.24115640993985,0.89,0.818352002502591
"648","B-4",2009-12-20,5.51,4.74428076740827,21.75,40.8410030892158,1.005,2.01
"649","C-1",2003-01-21,8.958,2.16609556575881,0,0,0,0
"650","C-1",2003-02-20,12.374,9.83025330294189,-0.923999999999998,53.9034588871623,-1.808,4.04281090331962
"651","C-1",2003-03-19,17.49,NA,0,NA,0,NA
"652","C-1",2003-04-21,8.362,2.21508916299096,3.91,8.74302579202418,-0.77,1.07214737792899
"653","C-1",2003-05-21,5.465,2.08495403626395,0,0,0,0
"654","C-1",2003-06-26,11.6475,1.70855445723376,-3.52,3.03806956251279,0,0
"655","C-1",2003-07-24,14.36,5.20245134527945,0,0,0,0
"656","C-1",2003-08-28,14.224,2.7511597554486,0,0,0.496,1.1090897168399
"657","C-1",2003-09-25,15.142,1.95994132565238,0,0,0,0
"658","C-1",2003-10-30,11.21,7.58426660923784,0,0,-0.516666666666667,0.89489291724392
"659","C-1",2003-11-26,8.826,3.77869421890684,-3.944,8.81905210325917,-0.228,0.509823498869952
"660","C-1",2003-12-18,11.002,4.36163616089192,0,0,-0.34,0.523975190252363
"661","C-1",2004-01-28,8.098,1.82846110158242,-0.658,1.47133272919486,1.262,2.99396392763841
"662","C-1",2004-02-27,9.882,2.74986726952411,1.77,3.25135356428673,-0.168,0.23004347415217
"663","C-1",2004-03-24,9.632,3.80367191014157,-0.878,1.96326768424482,0.744,1.06116916653284
"664","C-1",2004-04-28,13.66,3.58052370471137,-1.14,1.63131848515242,0,0
"665","C-1",2004-05-28,12.446,3.07540729009996,0,0,0.3,0.670820393249937
"666","C-1",2004-06-23,15.902,2.45598656348116,-1.594,3.56429235613466,0.922,1.01413509948133
"667","C-1",2004-07-30,16.066,4.84030267648625,-1.584,2.32648447233159,1.836,2.47436456489338
"668","C-1",2004-08-27,12.328,5.88042260386105,-2.11,4.71810343252456,0.14,0.313049516849971
"669","C-1",2004-09-24,17.008,7.90351946919852,-2.508,3.97471005231828,0.322,0.497212228329111
"670","C-1",2004-10-27,13.966,4.48529040308429,-0.814,1.82015933368483,1.556,3.47932177298967
"671","C-1",2004-11-18,11.34,1.85827877348906,0,0,1.144,1.69619574342114
"672","C-1",2004-12-16,10.512,6.46279892925658,0,0,0.382,0.39537324138085
"673","C-1",2005-01-27,8.428,4.71520625211666,1.774,5.82214135864117,0,0
"674","C-1",2005-02-23,10.194,3.50995441565841,4.092,9.14999016392914,0.602,1.34611292245487
"675","C-1",2005-03-21,13.258,10.4157366518168,-0.61,1.36400146627487,0,0
"676","C-1",2005-04-27,22.562,6.50412715127864,1.726,4.99610648405336,0.474,1.0598962213349
"677","C-1",2005-05-26,25.752,11.4954173477956,-3.692,2.50658532669447,1.086,1.46122551305403
"678","C-1",2005-07-01,23.854,10.4990061434404,0.702,2.69128593798578,0.766,1.06088642181904
"679","C-1",2005-08-25,14.058,7.28539429269274,0,0,0.192,0.42932505167996
"680","C-1",2005-09-28,22.688,8.31181508456486,-5.108,8.47574893446001,0,0
"681","C-1",2005-10-26,21.578,4.05390182416891,0,0,0.422,0.52432814152971
"682","C-1",2005-11-17,18.405,8.14389955733738,-2.1375,2.97991470795167,0,0
"683","C-1",2006-01-19,6.574,2.27452852257341,-2.388,4.2322889787915,0.174,0.239541228184211
"684","C-1",2006-02-22,19.462,6.7671020385391,-0.814,1.27482547825183,1.39,1.90939781082937
"685","C-1",2006-03-22,17.166,5.15545633285745,-1.146,1.72851959780617,0.434,0.970453502234909
"686","C-1",2006-04-20,12.212,4.74930205398646,-0.528,0.732918822244319,-0.1,0.223606797749979
"687","C-1",2006-05-18,24.9,11.4762624577865,-5.562,8.27938826242616,-0.076,0.169941166289984
"688","C-1",2006-06-21,16.712,3.81317059676065,0,0,0,0
"689","C-1",2006-07-20,19.51,4.30590292505533,-1.216,1.77754887415227,0.678,1.03127106039101
"690","C-1",2006-08-23,24.728,8.12583041910179,160.288,358.414863977486,0.158,0.353298740444967
"691","C-1",2006-09-20,21.114,8.720503425835,0,0,0.084,0.187829710109982
"692","C-1",2006-10-26,21.456,13.0382564018353,-2.196,1.60895307576076,0.482,1.0777847651549
"693","C-1",2006-11-16,16.356,4.08097169801507,-1.012,2.26290079322979,0.538,0.399837466978771
"694","C-1",2006-12-20,11.216,4.62617336467193,0,0,0,0
"695","C-1",2007-01-25,16.336,4.30608058447586,0,0,0.404,0.556848273769435
"696","C-1",2007-02-21,5.3225,2.614477321888,-3.355,6.71,0,0
"697","C-1",2007-03-21,9.028,3.35092076898276,-4.752,6.67609691361652,1.09,0.629404480441631
"698","C-1",2007-04-25,15.184,4.99906291218664,0.472,1.10221141347747,0.604,0.674929625961107
"699","C-1",2007-05-23,11.892,5.76247082422115,2.85,6.3727937358744,0.03,0.824803006784044
"700","C-1",2007-06-20,9.475,1.95097411566633,-5.0275,6.16047279029784,0.4875,0.570168103866453
"701","C-1",2007-07-20,16.872,6.51356430842592,-1.268,2.83533419546973,0.106,0.237023205614978
"702","C-1",2007-08-24,12.75,4.65946885385019,0.416,2.9537146104524,-0.196,2.34181126481192
"703","C-1",2007-09-19,13.99,3.4075137563919,-1.258,1.62359785661351,0.438,0.979397774144908
"704","C-1",2007-10-17,13.1625,1.4533495794199,0,0,-2.9825,5.965
"705","C-1",2007-11-15,9.534,2.97736964450167,-0.286,0.63951544156494,0,0
"706","C-1",2007-12-19,12.348,2.80622878611135,-3.568,12.2586671379885,0,0
"707","C-1",2008-01-23,7.4075,2.70937108323439,4.37,3.97169149523642,0.315,0.63
"708","C-1",2008-02-20,15.2875,6.0671815257718,0,0,0.2325,0.465
"709","C-1",2008-03-26,8.98,2.23236421759533,-0.594,1.32822437863488,0.062,0.138636214604987
"710","C-1",2008-04-23,16.738,6.10211192948802,0,0,0.152,0.339882332579968
"711","C-1",2008-05-21,6.754,4.8964711783079,0,0,0,0
"712","C-1",2008-06-26,12.308,4.51953758696617,-0.5,1.11803398874989,0,0
"713","C-1",2008-07-23,14.1625,3.14004644339326,-1.8725,3.745,0.485,1.27317189203448
"714","C-1",2008-09-04,NA,NA,NA,NA,NA,NA
"715","C-1",2008-09-20,16.09,6.40842024215017,-1.258,2.81297351569474,0.234,0.523239906734951
"716","C-1",2008-10-22,18.682,8.29888365986655,0,0,0.124,0.277272429209974
"717","C-1",2008-11-19,18.144,12.2419210093841,0,0,0,0
"718","C-1",2008-12-17,9.014,3.99444989954812,1.782,2.91489622456787,0,0
"719","C-1",2009-01-21,5.78,2.09725217049993,1.5,1.89119010149694,-0.495,0.99
"720","C-1",2009-02-25,12.336,2.86615247326446,0,0,0.432,0.635900935681023
"721","C-1",2009-03-25,8.306,4.13698320035264,1.348,4.51035142754974,0.488,0.703256709886226
"722","C-1",2009-04-23,9.84,5.32990619054407,-0.543333333333333,0.94108093877909,0,0
"723","C-1",2009-05-20,6.186,1.59077968304854,-0.398,0.889955055044916,0.184,0.445735347487722
"724","C-1",2009-06-20,11.09,1.46942165493775,-0.675,1.35,0,0
"725","C-1",2009-07-20,13.508,3.55007323868114,-0.996,2.22712370558979,0,0
"726","C-1",2009-08-20,12.658,2.70760410695508,2.264,3.87643908761637,0.088,0.196773982019981
"727","C-1",2009-09-20,6.022,2.44925907163779,0.416,1.87747969363186,0.672,0.613734470271957
"728","C-1",2009-10-20,10.224,3.82865250447204,-1.206,2.69669798086475,0.102,0.228078933704979
"729","C-1",2009-12-20,15.122,9.42907577655414,11.96,34.2218241769781,57.318,150.010863673269
"730","C-2",2003-01-21,7.065,3.83741666576183,2.3325,4.665,0,0
"731","C-2",2003-02-20,11.244,5.50749307761708,0,0,-0.576,0.809956788970869
"732","C-2",2003-03-19,8.01666666666667,3.59475080267511,-21.5066666666667,33.1806288869475,0.253333333333333,1.04332800850611
"733","C-2",2003-04-21,9.392,4.24638905424362,1.336,17.3130219776907,0.238,0.53218417864495
"734","C-2",2003-05-21,4.055,1.15258405333407,0,0,0.395,0.558614357137373
"735","C-2",2003-06-26,15.74,10.108224374241,-0.875,1.75,0,0
"736","C-2",2003-07-24,12.212,4.10288556993733,2.7,6.03738353924943,0.186,0.415908643814961
"737","C-2",2003-08-28,15.3025,2.51334272765707,-0.1475,0.295,0,0
"738","C-2",2003-09-25,12.264,3.28324991433793,0,0,0,0
"739","C-2",2003-10-30,13.626,4.78280043489168,-3.856,12.1972591183429,-0.26,0.581377674149945
"740","C-2",2003-11-26,8.21,2.35273245397771,0,0,-0.462,0.538209996191078
"741","C-2",2003-12-18,11.9925,5.97890388505006,4.835,9.67,-0.1375,0.275
"742","C-2",2004-01-28,7.91,0.901036440254592,-8.0925,16.185,-0.38,0.593801313572141
"743","C-2",2004-02-27,10.22,3.36619221079249,0,0,-0.216,0.316670175419158
"744","C-2",2004-03-24,13.282,3.71279140270498,0.908,2.03034972356981,1.656,3.2791965479367
"745","C-2",2004-04-28,12.786,3.69906474666232,-0.762,1.70388379885484,0,0
"746","C-2",2004-05-28,21.74,14.0007142674936,0,0,1.735,2.45366053071732
"747","C-2",2004-06-23,18.474,8.92343991967224,-1.646,3.1563871752369,0,0
"748","C-2",2004-07-30,15.48,3.94305718954215,-0.524,1.17169962020989,0.56,0.797527428995392
"749","C-2",2004-08-27,12.87,6.20662146421062,0,0,0,0
"750","C-2",2004-09-24,10.5075,4.07670107644241,0,0,0.24,0.48
"751","C-2",2004-10-27,17.464,7.56502676796322,0,0,0.838,1.06208285929112
"752","C-2",2004-11-18,11.1525,6.85842729785772,0,0,0.575,0.762823701781742
"753","C-2",2004-12-16,8.2,3.73733416577467,0,0,0.145,0.29
"754","C-2",2005-01-27,7.868,3.01538886381176,-1.4,3.13049516849971,0,0
"755","C-2",2005-02-23,12.168,4.39300808103058,-0.346,0.773679520214927,0.262,1.04226676047929
"756","C-2",2005-03-21,13.696,7.48156601254042,-0.316,0.706597480889934,0,0
"757","C-2",2005-04-27,22.32,9.09984889984444,0,0,5.686,2.90971304427086
"758","C-2",2005-05-26,14.65,9.11135006461721,-0.34,0.588897274573418,2.49333333333333,1.7438272085655
"759","C-2",2005-07-01,20.552,12.7721071088525,596.306,1288.79662832427,6.792,8.40849391984082
"760","C-2",2005-08-25,14.6125,8.37925364615887,98.81,202.373648811631,5.2,4.9475717949987
"761","C-2",2005-09-28,17.188,5.35481745720617,31.358,70.1186196384384,2.808,1.71524633799347
"762","C-2",2005-10-26,14.786,5.77289182299478,0.284,3.33203091222155,4.708,7.64459743871448
"763","C-2",2005-11-17,19.708,5.85935320662614,-1.228,1.68330627040952,3.034,1.5910468252066
"764","C-2",2006-01-19,8.996,5.34195937835547,807.936,1806.59981746927,1.138,1.83671445793841
"765","C-2",2006-02-22,10.36,1.72412296545229,-2.988,3.26587201218909,0.95,1.65414630550021
"766","C-2",2006-03-22,12.848,4.39164206191716,0,0,1.24,2.07224515924154
"767","C-2",2006-04-20,13.994,5.05951381063438,6.822,19.6463004150909,2.77,2.73542501268084
"768","C-2",2006-05-18,20.308,9.78585049957335,6.202,12.5174486218239,3.634,5.41074671371706
"769","C-2",2006-06-21,8.092,1.06128224332644,0,0,0.122,0.272800293254974
"770","C-2",2006-07-20,17.3575,6.5390232451032,-0.3525,0.705,0.27,0.54
"771","C-2",2006-08-23,14.4475,7.3409553193028,0,0,-0.2375,1.53119506704186
"772","C-2",2006-09-20,18.86,8.3108693889388,-1.94,3.07486585073235,1.66,2.06378293432231
"773","C-2",2006-10-26,22.542,4.35795479554343,-1.258,1.32269422014311,1.394,1.74626172150683
"774","C-2",2006-11-16,14.56,6.52340785172903,-1.572,3.51509886062967,0.634,0.848987632418753
"775","C-2",2006-12-20,10.18,4.07330946528741,12.852,18.0811924385534,-1.542,2.14145277790569
"776","C-2",2007-01-25,13.39,3.9871230229327,0,0,0,0
"777","C-2",2007-02-21,6.032,2.72278717493674,0,0,0.252,0.563489130329947
"778","C-2",2007-03-21,10.15,2.10953786408303,-5.662,6.20685669240075,0.06,0.134164078649987
"779","C-2",2007-04-25,13.052,1.53235766060016,-0.43,0.96150923032491,0.38,0.84970583144992
"780","C-2",2007-05-23,13.875,3.15848592419427,-3.95,6.67252575866141,0.9475,0.822855799436734
"781","C-2",2007-06-20,7.94,3.10953372710444,-1.808,2.69334735969945,0.398,0.63286649461004
"782","C-2",2007-07-20,13.722,4.69751742945143,-3.48,1.95679585036355,0.088,0.196773982019981
"783","C-2",2007-08-24,10.082,4.10907167131458,-1.034,1.43919421899895,-0.12,0.268328157299975
"784","C-2",2007-09-19,12.706,4.08322544075147,0.228,0.509823498869952,1.206,2.69669798086475
"785","C-2",2007-10-17,10.872,3.21924991263493,4.874,10.898595322334,0,0
"786","C-2",2007-11-15,15.638,4.24014976150607,-16.498,36.8906494927915,-0.264,0.412165015497434
"787","C-2",2007-12-19,18.33,8.98375756574052,12.2566666666667,56.1376436389464,0,0
"788","C-2",2008-01-23,10.366,3.30415344679995,2.26,5.05351362914953,0,0
"789","C-2",2008-02-20,11.354,3.74842366869061,0,0,0,0
"790","C-2",2008-03-26,13.87,5.6253488780697,0,0,-0.816,1.82463146963983
"791","C-2",2008-04-23,16.6975,8.04760160958945,0,0,8.255,16.51
"792","C-2",2008-05-21,8.726,0.609819645469052,-1.502,2.26594792526218,-0.504,1.12697826065989
"793","C-2",2008-06-26,21.18,25.1847801261,-2.934,2.93470271066764,0,0
"794","C-2",2008-07-23,15.006,2.20518253212744,-1.854,2.12758783602464,0.498,1.1135618527949
"795","C-2",2008-09-04,NA,NA,NA,NA,NA,NA
"796","C-2",2008-09-20,13.372,4.23613267025479,-0.994,2.22265156963479,0.648,0.897424091497437
"797","C-2",2008-10-22,17.07,6.59991287821286,0,0,0,0
"798","C-2",2008-11-19,8.24,1.73948268171891,-0.91,1.28693434175952,0,0
"799","C-2",2008-12-17,9.472,4.80738182382053,-1.728,2.3769560366149,0,0
"800","C-2",2009-01-21,10.336,4.13146221088854,4.752,6.57970516056761,1.768,3.59579198508479
"801","C-2",2009-02-25,13.9175,5.07034762121889,14.7175,43.608445951826,71.945,172.635780860554
"802","C-2",2009-03-25,11.364,2.29027945893072,0.418,0.934676414594912,0.294,0.415427490664737
"803","C-2",2009-04-23,9.824,2.96813577856539,0,0,0.264,0.590321946059944
"804","C-2",2009-05-20,8.958,2.57531939766702,-0.964,2.18669385145703,0.272,0.447180053222413
"805","C-2",2009-06-20,13.72,3.1211215932738,-1.304,1.65430650122642,-0.178,0.398020099994963
"806","C-2",2009-07-20,12.272,4.77030082908824,-1.118,2.49992399884476,0.186,0.415908643814961
"807","C-2",2009-08-20,13.226,3.58165883355743,-0.246,0.550072722464948,0.252,0.347663630539635
"808","C-2",2009-09-20,8.552,4.06136922724344,0,0,0.47,0.647842573469821
"809","C-2",2009-10-20,10.366,4.14745464110218,-1.386,1.90511941882917,-0.438,1.07308899910492
"810","C-2",2009-12-20,9.51,1.65401027808173,0,0,0.462,0.657814563535956
"811","C-3",2003-01-21,8.634,2.54427396323588,0,0,0,0
"812","C-3",2003-02-20,11.91,5.93206540759625,-26.42,52.84,-0.3125,0.625
"813","C-3",2003-03-19,6.795,0.629325035256028,0,0,0,0
"814","C-3",2003-04-21,12.012,4.73451370258868,0,0,0,0
"815","C-3",2003-05-21,19.8775,8.63194213372634,2.3225,4.645,0,0
"816","C-3",2003-06-26,24.272,18.0119007880901,-2.074,3.4240005841121,2.572,5.75116683812946
"817","C-3",2003-07-24,13.682,1.41741666421698,-2.094,4.68232634488456,0,0
"818","C-3",2003-08-28,11.376,4.12679415527356,-1.328,1.82996448052961,0,0
"819","C-3",2003-09-25,20.426,6.30491712871787,0,0,0.592,1.32375224267988
"820","C-3",2003-10-30,11.84,4.07681248035766,4.1,7.1014083110324,0,0
"821","C-3",2003-11-26,12.126,4.10446464231329,-0.878,1.96326768424482,-0.414,0.619983870757941
"822","C-3",2003-12-18,11.104,5.82098187593811,0,0,-1.6,1.18374406017517
"823","C-3",2004-01-28,9.97,1.86993315388545,-4.44,9.92814182009907,0,0
"824","C-3",2004-02-27,13.364,2.75253156203521,0,0,0,0
"825","C-3",2004-03-24,13.944,5.06288751603272,-0.332,0.74237456852993,0,0
"826","C-3",2004-04-28,15.274,2.77911496703537,-3.806,5.01483598934202,0.264,0.383249266144111
"827","C-3",2004-05-28,19.726,5.95715368275824,-0.768,1.71730020671984,0.58,0.653414110652655
"828","C-3",2004-06-23,17.446,5.58281559788607,-0.836,1.86935282918982,3.802,4.86061415872521
"829","C-3",2004-07-30,21.916,4.07917638745862,-0.824,1.84252001345983,1.622,1.70526244314475
"830","C-3",2004-08-27,17.786,5.02595065634353,-1.938,1.84876174776524,0.434,0.970453502234909
"831","C-3",2004-09-24,17.94,4.91835846599249,-4.102,5.62103371276138,0.894,0.617397764816168
"832","C-3",2004-10-27,23.274,13.4000440297784,0,0,2.864,3.79743071036194
"833","C-3",2004-11-18,15.226,6.73943469439389,2.648,5.92110800441944,2.46,1.63381455496026
"834","C-3",2004-12-16,13.908,4.18845675637221,0,0,1.384,1.79483425418616
"835","C-3",2005-01-27,9.5025,3.23540182975778,0,0,0,0
"836","C-3",2005-02-23,11.084,1.85824648526507,0,0,1.992,2.49516933293113
"837","C-3",2005-03-21,8.8525,3.84892517464292,0.9175,1.835,0.8125,0.970682749408889
"838","C-3",2005-04-27,12.02,2.57796431317425,-0.418,1.39234334845971,5.882,7.53788232861193
"839","C-3",2005-05-26,15.2,3.58358758787894,-0.27,0.467653718043597,7.62666666666667,8.68528257072465
"840","C-3",2005-07-01,14.07,3.83085499595064,-4.134,9.24390501898413,11.902,8.77373466660578
"841","C-3",2005-08-25,18.854,7.47317402446912,41.126,63.4604016690723,24.286,19.9196079278685
"842","C-3",2005-09-28,12.472,3.45078541784331,7.744,22.5636750109551,8.414,6.64533896802864
"843","C-3",2005-10-26,21.118,12.5599609872006,-2.532,4.11709484952679,6.258,1.28645637314291
"844","C-3",2005-11-17,14.534,4.10722290605221,12.028,18.5272062114071,6.136,2.06043199353922
"845","C-3",2006-01-19,11.515,8.03047736231581,112.695,221.421278938287,7.0875,8.40293351554483
"846","C-3",2006-02-22,11.988,3.70346054386975,0.456,1.0196469977399,4.42,3.71440439370836
"847","C-3",2006-03-22,16.224,1.68535752883476,0,0,14.03,11.9106968729793
"848","C-3",2006-04-20,13.74,7.89380453266991,-0.986,2.20476302581479,5.692,3.60711380469206
"849","C-3",2006-05-18,16.0725,3.5549437407644,-1.31,2.62,13.5025,12.0417174162714
"850","C-3",2006-06-21,15.014,5.68763834996565,-0.586,1.31033583481488,3.874,4.20988479652353
"851","C-3",2006-07-20,18.478,10.0122759650341,-1.972,4.40952605162959,10.342,12.9975851603288
"852","C-3",2006-08-23,19.874,9.06418667062853,2.448,9.26825334137992,4.42,4.21224999258116
"853","C-3",2006-09-20,16.674,4.16077276476378,-1.478,2.19315298144019,2.97,3.45567648948798
"854","C-3",2006-10-26,15.742,5.47248298307085,-1.046,2.33892710446478,0.876,0.83625952909369
"855","C-3",2006-11-16,15.51,6.23150864558495,0,0,2.54,2.57871091826905
"856","C-3",2006-12-20,12.522,8.10374111136332,9.802,23.8523608894382,1.31,2.39534966132296
"857","C-3",2007-01-25,17.174,8.96774107565556,0,0,2.134,3.54332188772062
"858","C-3",2007-02-21,7.83,2.7813665705908,0,0,0.22,0.44
"859","C-3",2007-03-21,11.374,5.03099194990411,0,0,1.642,2.89574170118814
"860","C-3",2007-04-25,15.938,9.92432718122493,-0.768,1.22554885663526,1.068,0.895136861044165
"861","C-3",2007-05-23,13.6875,4.27729957644618,-1.2625,2.525,0.1525,0.305
"862","C-3",2007-06-20,10.998,7.30107320878239,-5.312,8.22829994591836,0.714,1.0093958589176
"863","C-3",2007-07-20,15.186,2.71283615428577,-1.7,2.42280828791714,0,0
"864","C-3",2007-08-24,9.462,4.08744663573728,-1.478,2.02420848728583,0,0
"865","C-3",2007-09-19,11.38,3.23741409152428,0,0,0.156,0.348826604489967
"866","C-3",2007-10-17,12.646,4.01087022976311,-3.568,7.97829054371925,0,0
"867","C-3",2007-11-15,13.454,3.54106339960188,-4.802,7.86972807662374,0,0
"868","C-3",2007-12-19,14.466,3.91843463643328,0,0,0.304,0.679764665159936
"869","C-3",2008-01-23,10.174,3.32197682111119,2.126,4.75388052016455,0,0
"870","C-3",2008-02-20,18.465,16.0159685938753,0,0,0.86,1.21622366364086
"871","C-3",2008-03-26,10.598,4.14744137993535,0,0,-0.794,1.77543797413483
"872","C-3",2008-04-23,14.0875,4.22336654814616,0,0,0,0
"873","C-3",2008-05-21,10.614,3.10425997622622,-1.03,2.30315001682478,-0.318,0.711069616844933
"874","C-3",2008-06-26,9.4525,2.65100452658987,-2.8225,3.3710569559116,0.295,0.937709976485267
"875","C-3",2008-07-23,16.03,4.91399362365615,-2.9175,5.835,-0.145,0.29
"876","C-3",2008-09-04,NA,NA,NA,NA,NA,NA
"877","C-3",2008-09-20,15.596,8.06588990750556,0,0,0.656,1.46686059323986
"878","C-3",2008-10-22,16.5525,7.0595060025472,0,0,0,0
"879","C-3",2008-11-19,8.985,2.42537625946986,0,0,0,0
"880","C-3",2008-12-17,8.986,3.9210113491292,0,0,-0.168,0.375659420219965
"881","C-3",2009-01-21,13.9266666666667,13.575788497665,4.39,7.60370304522737,0.343333333333333,0.594670777265315
